City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Bagnols-Sur-Ceze,FR,2021-05-27 02:31:20,44.1599,4.6178,56.71,83,0,8.68
297,Alta Floresta,BR,2021-05-27 02:31:21,-9.8756,-56.0861,71.76,69,7,1.99
298,Codrington,AU,2021-05-27 02:31:21,-38.2667,141.9667,56.44,78,99,18.16
299,Bumba,CD,2021-05-27 02:31:21,2.1833,22.4667,73.87,85,94,1.25
300,Suba,PH,2021-05-27 02:31:22,10.8438,121.0102,84.4,72,82,6.26
301,Kaitangata,NZ,2021-05-27 02:31:22,-46.2817,169.8464,43.93,67,100,2.86
302,Laguna De Perlas,NI,2021-05-27 02:31:22,12.3429,-83.6712,78.73,88,100,13.29
303,Port-Cartier,CA,2021-05-27 02:27:05,50.0334,-66.8654,46.62,99,100,3.31
304,Ler,SS,2021-05-27 02:31:23,8.3018,30.1418,75.06,83,75,3.29
305,Tiksi,RU,2021-05-27 02:31:23,71.6872,128.8694,38.26,86,40,3.96
306,Harsin,IR,2021-05-27 02:31:23,34.2721,47.5861,49.01,42,0,0.25
307,Richards Bay,ZA,2021-05-27 02:31:24,-28.783,32.0377,62.74,92,30,4.79
308,Port Hawkesbury,CA,2021-05-27 02:31:24,45.6169,-61.3485,62.73,88,1,5.99
309,Khandyga,RU,2021-05-27 02:31:24,62.6667,135.6,65.68,31,22,2.8
310,Paraiso,CR,2021-05-27 02:31:14,9.8383,-83.8656,67.06,98,100,2.66
311,Darhan,MN,2021-05-27 02:31:25,49.4867,105.9228,57.7,29,3,16.46
312,Mahajanga,MG,2021-05-27 02:31:25,-15.7167,46.3167,68.56,67,0,5.59
313,Katsuura,JP,2021-05-27 02:31:25,35.1333,140.3,62.15,95,100,8.81
314,Tasiilaq,GL,2021-05-27 02:31:26,65.6145,-37.6368,41.16,94,100,26.19
315,Maceio,BR,2021-05-27 02:28:11,-9.6658,-35.7353,74.64,94,40,9.48
316,San Policarpo,PH,2021-05-27 02:31:26,12.1791,125.5072,85.12,72,100,7.49
317,Volchikha,RU,2021-05-27 02:31:26,52.0333,80.3833,82.47,33,39,13.71
318,Harlingen,US,2021-05-27 02:31:03,26.1906,-97.6961,82.35,78,1,11.5
319,Nyurba,RU,2021-05-27 02:31:27,63.2842,118.3319,61.09,49,100,9.53
320,Hambantota,LK,2021-05-27 02:31:27,6.1241,81.1185,80.94,89,40,24.74
321,Vredendal,ZA,2021-05-27 02:31:28,-31.6683,18.5012,58.39,54,100,4.25
322,Fayaoue,NC,2021-05-27 02:28:53,-20.65,166.5333,73.58,52,1,3.91
323,Deputatskiy,RU,2021-05-27 02:31:28,69.3,139.9,52.2,55,98,21.34
324,Winnemucca,US,2021-05-27 02:30:36,40.973,-117.7357,71.65,14,1,3.69
325,Portland,US,2021-05-27 02:29:12,45.5234,-122.6762,72.18,44,75,1.99
326,Thiruvananthapuram,IN,2021-05-27 02:30:00,8.4833,76.9167,76.98,94,75,8.05
327,Nioro,GM,2021-05-27 02:28:12,13.35,-15.75,78.67,58,73,6.85
328,Comodoro Rivadavia,AR,2021-05-27 02:30:31,-45.8667,-67.5,49.86,71,0,3.44
329,Mandalgovi,MN,2021-05-27 02:31:29,45.7625,106.2708,50.31,36,0,25.72
330,Lazaro Cardenas,MX,2021-05-27 02:31:30,17.9583,-102.2,79.09,70,58,4.68
331,Sankheda,IN,2021-05-27 02:31:30,22.1667,73.5833,85.78,62,91,13.78
332,Dickinson,US,2021-05-27 02:31:30,29.4608,-95.0513,80.82,82,20,1.99
333,Makakilo City,US,2021-05-27 02:31:31,21.3469,-158.0858,82.15,62,20,13.8
334,Puri,IN,2021-05-27 02:31:31,19.8,85.85,82.92,72,100,14.38
335,Cabadiangan,PH,2021-05-27 02:31:31,9.7531,122.4739,86.07,69,69,4.27
336,Komatipoort,ZA,2021-05-27 02:31:32,-25.4332,31.9548,54.05,62,2,2.89
337,Bom Jesus,BR,2021-05-27 02:31:32,-9.0744,-44.3586,69.01,49,2,1.34
338,Sao Miguel Do Araguaia,BR,2021-05-27 02:31:33,-13.275,-50.1628,76.06,45,76,3.91
339,North Bend,US,2021-05-27 02:31:33,43.4065,-124.2243,58.15,72,1,9.22
340,Grindavik,IS,2021-05-27 02:31:33,63.8424,-22.4338,45.07,76,75,27.29
341,Deniliquin,AU,2021-05-27 02:31:34,-35.5333,144.9667,61.11,51,21,12.15
342,Marzuq,YE,2021-05-27 02:30:14,14.4,46.4667,72.82,62,93,5.82
343,Shubarkuduk,KZ,2021-05-27 02:31:34,49.1447,56.4872,74.57,53,20,12.03
344,Kalas,IN,2021-05-27 02:31:35,18.1667,74.8,80.71,56,93,16.4
345,Vila Velha,BR,2021-05-27 02:28:01,-20.3297,-40.2925,73.35,92,40,4.0
346,Kunnamangalam,IN,2021-05-27 02:31:35,11.3046,75.8777,77.63,82,83,2.1
347,Qasigiannguit,GL,2021-05-27 02:31:35,68.8193,-51.1922,53.85,39,100,27.76
348,Vila Franca Do Campo,PT,2021-05-27 02:29:04,37.7167,-25.4333,59.41,80,80,8.12
349,Puerto Carreno,CO,2021-05-27 02:28:23,6.189,-67.4859,77.95,87,100,3.67
350,Vestmannaeyjar,IS,2021-05-27 02:31:36,63.4427,-20.2734,43.95,80,28,22.93
351,East London,ZA,2021-05-27 02:31:36,-33.0153,27.9116,63.18,88,79,8.21
352,Olafsvik,IS,2021-05-27 02:29:06,64.8945,-23.7142,45.84,86,66,5.7
353,Cabo San Lucas,MX,2021-05-27 02:28:14,22.8909,-109.9124,88.81,20,40,11.5
354,Altamont,US,2021-05-27 02:31:37,42.2068,-121.7372,71.78,16,1,6.91
355,Pontes E Lacerda,BR,2021-05-27 02:31:37,-15.2261,-59.3353,77.14,66,90,2.86
356,Sayhat,SA,2021-05-27 02:31:38,26.4852,50.0405,89.58,23,0,10.18
357,Kamaishi,JP,2021-05-27 02:31:38,39.2667,141.8833,59.95,64,100,7.99
358,Ullapool,GB,2021-05-27 02:31:38,57.8987,-5.1604,48.34,85,58,4.45
359,Sambava,MG,2021-05-27 02:31:39,-14.2667,50.1667,68.68,84,1,6.06
360,Atar,MR,2021-05-27 02:31:39,20.5169,-13.0499,81.97,21,2,8.68
361,Ixtapa,MX,2021-05-27 02:31:39,20.7,-105.2,80.22,78,1,9.22
362,Chapeco,BR,2021-05-27 02:28:25,-27.0964,-52.6183,54.14,65,35,1.99
363,Linguere,SN,2021-05-27 02:31:40,15.3953,-15.1193,80.73,31,70,10.04
364,Luderitz,NA,2021-05-27 02:28:32,-26.6481,15.1594,61.77,69,56,5.75
365,Bubaque,GW,2021-05-27 02:29:59,11.2833,-15.8333,77.79,76,88,12.66
366,Morro Bay,US,2021-05-27 02:31:41,35.3658,-120.8499,77.94,76,20,4.0
367,Kavaratti,IN,2021-05-27 02:31:11,10.5669,72.642,83.43,74,100,14.74
368,Le Passage,FR,2021-05-27 02:31:41,44.2014,0.6028,52.18,93,0,3.44
369,Cayenne,GF,2021-05-27 02:30:05,4.9333,-52.3333,78.84,88,90,5.01
370,Sosnovo-Ozerskoye,RU,2021-05-27 02:31:41,52.5249,111.5418,54.55,37,95,12.77
371,San Pedro Sacatepequez,GT,2021-05-27 02:31:42,14.9667,-91.7667,57.87,93,100,5.3
372,Kousseri,CM,2021-05-27 02:31:42,12.0769,15.0306,82.47,19,8,4.27
373,Kalmunai,LK,2021-05-27 02:26:48,7.4167,81.8167,81.61,66,100,8.57
374,Felipe Carrillo Puerto,MX,2021-05-27 02:31:43,19.5833,-88.05,75.18,90,24,3.65
375,Hit,IQ,2021-05-27 02:31:43,33.6416,42.8251,83.05,22,0,7.07
376,Gashua,NG,2021-05-27 02:31:43,12.871,11.0482,81.18,12,9,2.46
377,Malumfashi,NG,2021-05-27 02:31:44,11.7853,7.6218,82.11,45,97,10.47
378,Lubango,AO,2021-05-27 02:31:44,-14.9172,13.4925,53.4,48,0,3.78
379,Samarai,PG,2021-05-27 02:31:44,-10.6167,150.6667,81.18,65,73,14.92
380,Moriones,PH,2021-05-27 02:31:45,15.4608,120.4664,90.19,45,100,5.08
381,Diego De Almagro,CL,2021-05-27 02:31:28,-26.3667,-70.05,66.72,15,79,3.62
382,Harper,LR,2021-05-27 02:31:45,4.375,-7.7169,78.94,87,100,4.65
383,Hammerfest,NO,2021-05-27 02:29:28,70.6634,23.6821,39.65,75,0,4.61
384,Clyde River,CA,2021-05-27 02:27:45,70.4692,-68.5914,21.16,87,13,8.25
385,Leutkirch,DE,2021-05-27 02:31:46,47.825,10.0167,47.03,85,100,1.9
386,Santa Ines,BR,2021-05-27 02:31:25,-3.6667,-45.38,74.34,86,11,1.59
387,College,US,2021-05-27 02:28:21,64.8569,-147.8028,67.66,33,90,4.61
388,Jalu,LY,2021-05-27 02:31:46,29.0331,21.5482,75.49,27,0,4.74
389,Kofele,ET,2021-05-27 02:31:47,7.0667,38.7833,46.94,85,23,5.26
390,Yashkul,RU,2021-05-27 02:31:47,46.1711,45.3435,63.25,77,35,6.15
391,Stupino,RU,2021-05-27 02:31:47,54.9008,38.0708,64.27,97,97,4.47
392,Sinjai,ID,2021-05-27 02:31:48,-5.1241,120.253,84.02,77,67,9.51
393,Dunedin,NZ,2021-05-27 02:28:38,-45.8742,170.5036,50.81,44,100,3.0
394,Ko Samui,TH,2021-05-27 02:28:53,9.5357,99.9357,85.91,70,20,18.3
395,Krasnoye,UA,2021-05-27 02:31:48,49.9145,24.6134,45.75,95,1,4.61
396,Pochutla,MX,2021-05-27 02:31:49,15.7432,-96.4661,84.02,79,93,3.2
397,Touros,BR,2021-05-27 02:31:49,-5.1989,-35.4608,74.3,89,31,12.1
398,Kapit,MY,2021-05-27 02:31:49,2.0167,112.9333,90.7,56,29,2.59
399,Pitimbu,BR,2021-05-27 02:31:50,-7.4706,-34.8086,75.79,86,39,13.73
400,Gopalpur,IN,2021-05-27 02:31:50,19.2667,84.9167,90.32,53,100,8.12
401,Balaipungut,ID,2021-05-27 02:31:50,1.05,101.2833,81.01,90,90,4.0
402,San Cristobal,VE,2021-05-27 02:31:51,7.7669,-72.225,75.38,92,49,2.39
403,Sorong,ID,2021-05-27 02:31:51,-0.8833,131.25,85.3,71,100,8.34
404,Amuntai,ID,2021-05-27 02:31:51,-2.4177,115.2494,92.17,50,19,0.51
405,Traverse City,US,2021-05-27 02:31:52,44.7631,-85.6206,48.94,61,20,11.5
406,Pandan,PH,2021-05-27 02:31:52,14.0453,124.1694,88.36,64,57,3.78
407,Farafangana,MG,2021-05-27 02:31:52,-22.8167,47.8333,64.9,91,6,5.55
408,Central Point,US,2021-05-27 02:31:53,42.376,-122.9164,80.73,25,1,5.99
409,Tashara,RU,2021-05-27 02:31:53,55.5195,83.5094,73.24,59,100,10.25
410,Severo-Yeniseyskiy,RU,2021-05-27 02:31:54,60.3725,93.0408,44.91,47,100,8.21
411,Lagoa Formosa,BR,2021-05-27 02:31:55,-18.7786,-46.4075,63.01,71,5,2.57
412,Kodinsk,RU,2021-05-27 02:31:55,58.6881,99.1844,50.05,30,2,2.82
413,Boende,CD,2021-05-27 02:31:55,-0.2167,20.8667,71.83,79,69,2.04
414,Houston,US,2021-05-27 02:30:38,29.7633,-95.3633,81.39,81,1,8.01
415,Fairbanks,US,2021-05-27 02:29:14,64.8378,-147.7164,66.16,32,90,8.05
416,Nanortalik,GL,2021-05-27 02:31:56,60.1432,-45.2371,37.58,91,99,9.04
417,Petropavlovsk-Kamchatskiy,RU,2021-05-27 02:31:57,53.0452,158.6483,43.39,81,75,2.68
418,Shihezi,CN,2021-05-27 02:27:33,44.3,86.0333,85.17,21,0,3.2
419,Chiredzi,ZW,2021-05-27 02:31:57,-21.05,31.6667,50.9,51,0,3.15
420,Saint Anthony,US,2021-05-27 02:30:47,45.0205,-93.218,59.95,49,75,1.99
421,Port Keats,AU,2021-05-27 02:31:58,-14.25,129.55,89.04,34,28,14.0
422,Dicabisagan,PH,2021-05-27 02:31:58,17.0818,122.4157,91.0,60,82,11.39
423,San Juan De Los Morros,VE,2021-05-27 02:31:59,9.9115,-67.3538,73.2,83,96,2.95
424,Birin,NP,2021-05-27 02:31:59,26.8865,88.0718,61.5,87,100,7.11
425,Nhulunbuy,AU,2021-05-27 02:31:59,-12.2333,136.7667,84.81,61,20,19.57
426,Meadow Lake,US,2021-05-27 02:32:00,34.8014,-106.5436,80.08,11,100,9.44
427,Menongue,AO,2021-05-27 02:32:00,-14.6585,17.691,48.56,65,0,4.07
428,Smidovich,RU,2021-05-27 02:32:01,48.6,133.8167,60.06,50,11,8.99
429,Bermeo,ES,2021-05-27 02:32:01,43.4209,-2.7215,52.63,80,53,4.7
430,Borba,BR,2021-05-27 02:32:01,-4.3878,-59.5939,75.74,72,91,1.36
431,Saint-Joseph,RE,2021-05-27 02:29:30,-21.3667,55.6167,68.38,81,10,0.45
432,Quesnel,CA,2021-05-27 02:30:05,52.9999,-122.5029,61.3,48,90,9.22
433,Zinder,NE,2021-05-27 02:32:02,13.8072,8.9881,79.59,12,1,3.67
434,Deep River,CA,2021-05-27 02:30:07,46.1001,-77.4995,65.95,57,99,10.42
435,Tashtagol,RU,2021-05-27 02:32:03,52.7657,87.8894,74.19,52,21,6.67
436,Fort Nelson,CA,2021-05-27 02:32:03,58.8053,-122.7002,53.19,58,90,10.36
437,Atlantic City,US,2021-05-27 02:31:04,39.3643,-74.4229,73.49,86,20,15.39
438,Mount Gambier,AU,2021-05-27 02:30:29,-37.8333,140.7667,58.91,77,75,16.11
439,Bonfim,BR,2021-05-27 02:32:04,3.0833,-59.95,75.33,92,100,1.63
440,Burriana,ES,2021-05-27 02:32:04,39.889,-0.085,62.71,86,16,1.72
441,Valparaiso,CL,2021-05-27 02:32:05,-33.0393,-71.6273,45.52,67,0,8.21
442,Zalantun,CN,2021-05-27 02:30:47,48.0,122.7167,58.06,50,73,10.33
443,Janauba,BR,2021-05-27 02:31:54,-15.8025,-43.3089,70.99,53,19,5.55
444,Porbandar,IN,2021-05-27 02:32:05,21.6422,69.6093,85.98,79,40,11.5
445,Alice Springs,AU,2021-05-27 02:32:06,-23.7,133.8833,58.55,44,1,19.62
446,Aksu,CN,2021-05-27 02:32:06,41.1231,80.2644,79.45,12,82,2.13
447,Taoudenni,ML,2021-05-27 02:32:07,22.6783,-3.9836,91.83,22,100,1.63
448,Alofi,NU,2021-05-27 02:29:48,-19.0595,-169.9187,76.89,88,8,3.44
449,Baracoa,CU,2021-05-27 02:32:07,20.3467,-74.4958,78.19,84,75,9.75
450,Dossor,KZ,2021-05-27 02:32:08,47.5272,52.9811,74.79,39,100,16.17
451,Bayan,CN,2021-05-27 02:32:08,46.0833,127.4,67.44,33,84,8.81
452,Bilibino,RU,2021-05-27 02:32:08,68.0546,166.4372,53.04,46,18,8.88
453,Tucurui,BR,2021-05-27 02:29:52,-3.7661,-49.6725,77.04,81,50,3.42
454,Roma,US,2021-05-27 02:30:12,43.2128,-75.4557,69.12,93,75,3.44
455,Beloha,MG,2021-05-27 02:32:09,-25.1667,45.05,61.93,96,2,4.88
456,Mchinji,MW,2021-05-27 02:32:10,-13.7984,32.8802,48.07,80,0,3.0
457,Saravena,CO,2021-05-27 02:32:10,6.9538,-71.8752,72.05,90,64,3.0
458,Buchanan,LR,2021-05-27 02:32:11,5.8808,-10.0467,76.96,86,87,4.68
459,Savannah Bight,HN,2021-05-27 02:32:11,16.45,-85.85,82.0,82,52,18.5
460,Taganak,PH,2021-05-27 02:32:11,6.0833,118.3,87.94,75,97,1.57
461,Kavieng,PG,2021-05-27 02:29:39,-2.5744,150.7967,81.09,83,100,10.65
462,Kamenka,RU,2021-05-27 02:32:12,51.3223,42.7678,57.6,77,64,5.39
463,Soc Trang,VN,2021-05-27 02:30:06,9.6033,105.98,76.96,85,100,6.11
464,Santa Rosalia,MX,2021-05-27 02:32:12,27.3167,-112.2833,79.63,33,100,8.01
465,Kathu,TH,2021-05-27 02:28:07,7.9178,98.3332,84.69,88,100,14.41
466,Dawei,MM,2021-05-27 02:32:13,14.0833,98.2,85.06,75,96,3.71
467,Bonavista,CA,2021-05-27 02:32:14,48.6499,-53.1147,46.4,97,100,18.68
468,Santa Lucia,ES,2021-05-27 02:32:14,27.9117,-15.5407,58.32,63,75,11.59
469,Lubartow,PL,2021-05-27 02:32:14,51.4603,22.6095,52.12,87,72,6.64
470,Sitka,US,2021-05-27 02:32:15,57.0531,-135.33,49.89,76,75,11.5
471,Serebryansk,KZ,2021-05-27 02:32:15,49.6925,83.2892,69.35,54,2,4.23
472,Iraucuba,BR,2021-05-27 02:32:15,-3.7461,-39.7833,71.65,86,21,4.38
473,Sabang,ID,2021-05-27 02:32:16,5.8933,95.3214,84.06,72,100,19.51
474,Moramanga,MG,2021-05-27 02:32:16,-18.9333,48.2,54.57,97,50,1.32
475,Fukue,JP,2021-05-27 02:32:17,32.6881,128.8419,70.16,78,75,11.5
476,Skibbereen,IE,2021-05-27 02:32:17,51.55,-9.2667,48.0,95,100,11.14
477,Ayagoz,KZ,2021-05-27 02:32:17,47.9714,80.4392,81.64,28,7,9.13
478,Lufilufi,WS,2021-05-27 02:32:18,-13.8745,-171.5986,86.79,71,93,8.88
479,Kaupanger,NO,2021-05-27 02:32:18,61.1845,7.2404,47.1,82,12,1.39
480,Oktyabrskoye,RU,2021-05-27 02:32:18,43.0645,44.7417,51.94,94,97,2.64
481,Tura,IN,2021-05-27 02:31:07,25.5198,90.2201,75.49,79,100,5.73
482,Elbrus,RU,2021-05-27 02:32:19,43.2577,42.6443,42.17,84,52,0.87
483,Samana,DO,2021-05-27 02:32:21,19.2056,-69.3369,76.62,87,11,7.38
484,Coahuayana,MX,2021-05-27 02:32:22,18.7333,-103.6833,77.61,78,100,1.63
485,Marmaris,TR,2021-05-27 02:32:22,36.855,28.2742,70.11,71,0,3.71
486,Grand Gaube,MU,2021-05-27 02:32:23,-20.0064,57.6608,72.0,84,6,1.99
487,Qarchi Gak,AF,2021-05-27 02:32:23,37.04,66.7889,79.7,23,0,9.84
488,Sistranda,NO,2021-05-27 02:30:21,63.7256,8.834,48.9,88,57,11.74
489,Finschhafen,PG,2021-05-27 02:32:24,-6.6024,147.8681,80.1,84,100,10.38
490,Braniewo,PL,2021-05-27 02:32:24,54.3797,19.8196,48.74,96,71,11.27
491,Fougamou,GA,2021-05-27 02:29:54,-1.2154,10.5838,74.62,99,100,1.48
492,Ribas Do Rio Pardo,BR,2021-05-27 02:32:25,-20.4431,-53.7592,69.03,64,12,3.04
493,Champerico,GT,2021-05-27 02:32:25,14.3,-91.9167,84.34,71,100,7.02
494,Banda Aceh,ID,2021-05-27 02:30:26,5.5577,95.3222,80.76,77,100,11.63
495,Tilichiki,RU,2021-05-27 02:32:26,60.4667,166.1,37.2,96,100,4.88
496,Itoman,JP,2021-05-27 02:32:26,26.1247,127.6694,88.57,81,75,14.97
497,Kangaba,ML,2021-05-27 02:32:27,11.9333,-8.4167,83.07,53,98,2.73
498,Betioky,MG,2021-05-27 02:32:27,-23.7167,44.3833,58.53,88,0,2.89
499,Tongliao,CN,2021-05-27 02:32:28,43.6125,122.2653,71.01,22,4,7.45
500,San Joaquin,US,2021-05-27 02:29:59,37.9333,-121.3011,85.51,28,1,19.57
501,Predivinsk,RU,2021-05-27 02:32:28,57.0669,93.4378,57.67,34,93,8.1
502,Kontagora,NG,2021-05-27 02:32:29,10.3999,5.4695,80.53,65,89,9.13
503,Antofagasta,CL,2021-05-27 02:32:21,-23.65,-70.4,58.28,63,100,2.48
504,Ulladulla,AU,2021-05-27 02:32:29,-35.35,150.4667,64.87,36,0,2.86
505,Port Hedland,AU,2021-05-27 02:30:13,-20.3167,118.5667,82.45,28,78,20.71
506,Stolin,BY,2021-05-27 02:32:30,51.8912,26.846,49.01,82,11,6.42
507,Tabursuq,TN,2021-05-27 02:32:30,36.4569,9.2475,55.69,49,98,3.51
508,Tabas,IR,2021-05-27 02:32:31,33.5959,56.9244,77.32,39,0,5.32
509,Adrar,MR,2021-05-27 02:32:31,20.5022,-10.0711,83.68,25,0,12.5
510,Marsh Harbour,BS,2021-05-27 02:32:32,26.5412,-77.0636,76.32,76,91,7.63
511,Kayes,ML,2021-05-27 02:32:32,14.0,-11.0,90.63,34,100,6.4
512,Foix,FR,2021-05-27 02:32:32,42.8333,1.5833,48.74,53,47,3.18
513,Keetmanshoop,NA,2021-05-27 02:32:33,-26.5833,18.1333,58.12,41,37,3.44
514,Charters Towers,AU,2021-05-27 02:32:33,-20.1,146.2667,79.63,34,7,12.75
515,Chapais,CA,2021-05-27 02:28:11,49.7834,-74.8492,35.38,65,91,16.51
516,Norden,DE,2021-05-27 02:32:34,53.6,7.2,50.0,84,100,10.0
517,Xam Nua,LA,2021-05-27 02:32:35,20.4197,104.0439,79.32,76,88,2.57
518,Krasnoselkup,RU,2021-05-27 02:32:35,65.7,82.4667,34.56,52,99,14.81
519,Lichinga,MZ,2021-05-27 02:29:14,-13.3128,35.2406,50.09,87,0,5.75
520,Pietarsaari,FI,2021-05-27 02:32:36,63.65,22.6833,40.89,95,100,14.72
521,Yeppoon,AU,2021-05-27 02:32:36,-23.1333,150.7333,80.38,47,0,4.54
522,Nurota,UZ,2021-05-27 02:32:36,40.5614,65.6886,73.49,19,68,3.4
523,Gat,IL,2021-05-27 02:31:03,31.61,34.7642,71.4,60,0,1.34
524,San Vicente,AR,2021-05-27 02:32:37,-26.6167,-54.1333,53.24,65,53,1.59
525,Kirakira,SB,2021-05-27 02:32:37,-10.4544,161.9205,81.86,65,97,12.39
526,Husavik,IS,2021-05-27 02:28:06,66.0449,-17.3389,39.11,76,22,10.67
527,Santa Maria,BR,2021-05-27 02:32:38,-29.6842,-53.8069,43.9,100,0,3.56
528,Heishan,CN,2021-05-27 02:32:38,41.6892,122.1128,72.05,34,3,6.78
529,Bathsheba,BB,2021-05-27 02:32:38,13.2167,-59.5167,81.21,69,20,16.28
530,Kulhudhuffushi,MV,2021-05-27 02:32:39,6.6221,73.07,82.69,77,96,23.17
531,Galesong,ID,2021-05-27 02:32:39,-5.3166,119.3661,86.02,68,60,2.08
532,Mogadishu,SO,2021-05-27 02:30:42,2.0371,45.3438,78.33,79,55,14.2
533,Atambua,ID,2021-05-27 02:30:24,-9.1061,124.8925,83.98,53,6,3.76
534,Atherton,GB,2021-05-27 02:32:27,53.5237,-2.4935,49.55,90,8,1.23
535,Ranong,TH,2021-05-27 02:32:40,9.9658,98.6348,76.93,86,100,11.14
536,Aguimes,ES,2021-05-27 02:32:40,27.9054,-15.4461,63.23,61,75,18.41
537,Roberval,CA,2021-05-27 02:32:41,48.5168,-72.2324,59.63,77,75,16.11
538,Alcorcon,ES,2021-05-27 02:31:40,40.3458,-3.8249,64.0,68,0,8.05
539,Narsimhapur,IN,2021-05-27 02:32:41,22.95,79.2,94.23,21,97,10.58
540,Weligama,LK,2021-05-27 02:32:41,5.9667,80.4167,80.73,83,100,20.29
541,Barra Patuca,HN,2021-05-27 02:32:42,15.8,-84.2833,80.08,83,85,10.11
542,Laguna,US,2021-05-27 02:32:42,38.421,-121.4238,87.31,27,1,3.0
543,Wagga Wagga,AU,2021-05-27 02:32:42,-35.1167,147.3667,55.6,82,75,13.42
544,Camana,PE,2021-05-27 02:32:43,-16.6228,-72.7111,70.27,70,100,6.08
545,Avera,US,2021-05-27 02:28:45,33.194,-82.5271,81.72,47,87,8.5
546,Ghugus,IN,2021-05-27 02:32:43,19.9333,79.1333,95.74,32,74,16.96
547,Hearst,CA,2021-05-27 02:32:44,49.6835,-83.6665,35.85,74,97,9.04
548,Rionero In Vulture,IT,2021-05-27 02:32:44,40.9257,15.67,50.32,83,22,5.66
549,Marion,US,2021-05-27 02:32:44,39.7684,-86.1555,72.57,80,40,3.11
550,Merauke,ID,2021-05-27 02:30:31,-8.4667,140.3333,81.57,72,62,9.35
551,Butembo,CD,2021-05-27 02:32:45,0.15,29.2833,56.19,93,100,2.82
552,Pangnirtung,CA,2021-05-27 02:32:45,66.1451,-65.7125,21.24,88,100,5.53
553,Otjiwarongo,NA,2021-05-27 02:32:46,-20.4637,16.6477,52.23,48,0,9.37
554,Camopi,GF,2021-05-27 02:29:32,3.1655,-52.3158,73.42,99,98,1.74
555,Mahibadhoo,MV,2021-05-27 02:32:46,3.7833,72.9667,83.68,73,100,20.31
556,Storsteinnes,NO,2021-05-27 02:32:47,69.2408,19.2344,39.2,77,79,2.48
557,Erdenet,MN,2021-05-27 02:32:47,49.0333,104.0833,49.28,46,85,6.98
558,Thunder Bay,CA,2021-05-27 02:32:47,48.4001,-89.3168,44.58,51,20,3.44
559,Pichayevo,RU,2021-05-27 02:32:48,53.2363,42.2032,58.12,75,100,5.7
560,Margate,GB,2021-05-27 02:30:25,51.3813,1.3862,52.21,80,15,1.99
561,Karnobat,BG,2021-05-27 02:32:48,42.65,26.9833,57.07,90,100,3.24
562,Garden City,US,2021-05-27 02:28:35,42.3256,-83.331,68.25,65,1,9.42
563,Sungaipenuh,ID,2021-05-27 02:32:49,-2.0833,101.3833,78.98,62,79,2.04
564,Aitape,PG,2021-05-27 02:32:49,-3.1374,142.3475,85.73,68,40,4.25
565,Wicklow,IE,2021-05-27 02:32:50,53.0,-6.4167,45.95,95,26,2.04
566,Cotonou,BJ,2021-05-27 02:32:14,6.3654,2.4183,82.38,89,40,11.5
567,Komsomolskiy,UZ,2021-05-27 02:28:52,40.4272,71.7189,76.42,38,15,3.24
568,Qaqortoq,GL,2021-05-27 02:32:50,60.7167,-46.0333,34.3,89,100,5.53
569,Gawler,AU,2021-05-27 02:32:51,-34.6,138.7333,64.54,77,57,11.79
570,Banapur,IN,2021-05-27 02:31:31,19.7833,85.1833,86.38,64,100,7.56
571,Alamosa,US,2021-05-27 02:32:52,37.4695,-105.87,62.58,15,1,17.27
572,Port Macquarie,AU,2021-05-27 02:32:52,-31.4333,152.9167,66.88,52,22,10.54
573,Ocampo,MX,2021-05-27 02:32:52,21.65,-101.5,63.84,66,27,17.47
574,Meulaboh,ID,2021-05-27 02:32:53,4.1363,96.1285,78.4,84,100,8.46
575,Lagos,NG,2021-05-27 02:29:28,6.5833,3.75,84.52,89,100,4.68
576,Byron Bay,AU,2021-05-27 02:32:14,-28.65,153.6167,74.05,65,86,14.56
577,Celestun,MX,2021-05-27 02:32:53,20.8667,-90.4,80.37,76,92,16.71
578,Alanya,TR,2021-05-27 02:32:54,36.5438,31.9998,62.73,57,2,3.09
579,Deqing,CN,2021-05-27 02:32:54,30.5448,119.9599,78.76,58,65,3.13
580,Fonte Boa,BR,2021-05-27 02:32:54,-2.4959,-66.2662,72.97,98,71,0.47
581,Lasa,IT,2021-05-27 02:30:22,46.6166,10.7002,54.48,94,46,4.12
582,Brae,GB,2021-05-27 02:32:55,60.3964,-1.353,48.11,84,100,13.98
